RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,ID,ACTION
917,3918,117961,118343,118660,118912,309291,118424,118914,14843,1
1969,6220,117961,118327,121645,120690,127922,290919,120692,17975,1
74952,84891,120342,120343,118631,117905,117906,290919,117908,1632,1
39264,43884,118555,118178,118556,117946,118557,292795,117948,15465,1
31232,57599,117890,117891,117878,117879,117879,19721,117880,26068,1
45904,22854,119062,119091,131461,119778,174194,19721,119779,10769,1
4675,771,117961,118300,120722,118321,118448,290919,118322,3393,1
43386,7560,117961,118300,119181,118321,117906,290919,118322,21036,1
40420,49987,118090,118091,117920,118568,133542,19721,118570,466,1
80579,8784,117961,118300,119890,118834,150799,118424,118836,11661,1
42031,71202,117961,118386,118522,128764,256805,118612,128765,26338,1
75078,13545,117961,118386,123519,118530,278014,118131,118532,22090,1
33111,1550,117961,118225,123173,118054,121311,117887,118055,18813,1
16333,7504,117961,118300,118783,118321,117906,290919,118322,10726,1
32401,11830,117975,117976,118246,179731,118247,117887,117973,17903,1
45338,2378,117876,117877,117878,247659,163031,19721,247660,429,1
74593,3889,117961,118386,121668,118685,279443,308574,118687,4338,1
99478,7014,117961,118446,119961,118278,287351,290919,118279,16384,1
7543,190,117961,118413,121639,118321,117906,290919,118322,4418,1
79624,82362,117961,118052,120417,132103,138060,118347,132105,24409,1
25993,51124,117961,118300,118631,118422,126423,118424,118425,7198,1
78565,3814,118290,118291,120823,118396,269406,118398,118399,12296,1
33151,1350,117961,118052,120096,118321,117906,290919,118322,8345,1
25240,14815,117961,118327,118320,123045,123107,120518,123047,19639,1
4675,4642,117961,118225,120551,118321,117906,290919,118322,18337,1
45624,7389,117961,118386,118746,118451,152307,118453,118454,18455,1
80155,1334,117961,117962,118910,118451,130134,118453,118454,10285,1
20279,12763,117916,117917,117941,117885,117913,117887,117888,19997,1
22282,14560,117951,117952,118008,117879,117897,19721,117880,26363,1
16631,239,117961,118225,118403,118321,117906,290919,118322,7767,1
75834,7893,117961,118343,118979,118834,133686,118424,118836,18063,1
75078,18213,117961,118386,118692,118451,200947,118453,118454,28185,1
43500,744,117961,118300,119181,118777,279443,308574,118779,17283,1
18072,9237,117961,118225,120551,120690,127922,290919,120692,31361,1
27785,17759,117961,118413,122007,118685,120316,308574,118687,29991,1
41115,6726,117961,117969,6725,122290,248267,6725,122292,26985,1
40189,17227,117961,118343,118979,118826,158101,118424,118828,12056,1
33148,23347,117961,118052,119408,118685,279443,308574,118687,18053,1
80458,2594,117961,118300,120410,128230,302830,4673,128231,8824,1
79092,15554,117961,118386,123144,118890,125128,118398,118892,16960,1
75338,67346,118126,118237,117895,117896,117913,117887,117898,29324,1
15064,3736,117961,118300,120059,118054,118054,117887,118055,9619,1
74001,95245,118079,118080,117878,117885,118177,117887,117888,12350,1
73904,1541,117961,118225,123173,118054,120514,117887,118055,14441,1
75078,18210,91261,118026,120671,119004,208526,119006,119007,12434,1
43194,3527,117961,118225,120054,118702,303450,118704,118705,11358,1
35540,5903,117929,117940,118810,118811,309981,19793,118813,17757,1
29295,16147,118541,118542,120539,118777,308574,308574,118779,4692,1
74633,5504,117961,118300,118514,118685,132642,308574,118687,12228,1
76844,2291,117961,118225,120663,122297,120664,118331,118899,10098,1
972,4972,117961,118052,118395,120647,311441,118398,120649,9660,1
35973,6982,117961,118300,118783,117905,117906,290919,117908,26178,1
34076,46609,122532,122533,117945,280788,280788,292795,119082,19672,1
3853,873,117961,118413,120526,118685,279443,308574,118687,10004,1
18640,25557,117961,118300,121951,117905,117906,290919,117908,30146,1
20897,5604,117961,118343,119598,118685,155651,308574,118687,27875,0
20299,31857,117929,117930,117941,117879,117886,19721,117880,22517,1
4675,27,117961,118413,240766,117905,172635,290919,117908,19691,1
1022,14785,117961,118327,120318,117905,240983,290919,117908,17474,1
44655,15784,117961,118343,128639,118777,279443,308574,118779,17963,0
42093,25686,118541,118542,118543,126138,127068,124136,126140,2598,1
78253,41243,117902,117903,121678,118028,298733,117887,118030,25770,1
104618,49423,117961,118052,123144,118396,269406,118398,118399,21487,1
23096,71189,117961,118386,121883,119962,168365,118205,119964,22067,1
31009,18213,117961,118386,125016,118451,126309,118453,118454,14891,1
1020,767,117961,118343,120722,117905,117906,290919,117908,11917,1
41569,7389,117961,118386,118746,118747,239652,118453,118749,3693,1
80667,18686,117961,118386,121668,117905,117906,290919,117908,11147,1
74735,11987,118006,118007,117884,117885,117886,117887,117888,9061,1
77506,69115,120140,140550,118552,120632,197783,118131,120634,32637,1
34558,51773,117961,118446,118684,118321,240983,290919,118322,16130,1
80904,36010,117893,117894,117895,117879,117897,19721,117880,7337,1
38657,310758,118169,118170,119136,118043,121371,270488,118046,10868,1
1020,3225,117961,118327,123757,117905,117906,290919,117908,6880,1
80202,7067,117961,118225,118403,117905,240983,290919,117908,24439,1
14929,44917,117961,117962,118450,119192,150602,119184,119194,28736,1
38124,82800,117929,117930,117884,117885,117913,117887,117888,29159,1
78175,4500,117961,118052,118881,118321,117906,290919,118322,7821,1
33111,4642,117961,118225,120551,117905,117906,290919,117908,4610,1
74115,4576,117961,118327,118391,117905,117906,290919,117908,23615,1
1023,16561,117961,118327,120318,118784,240983,290919,118786,23175,1
42508,16065,117961,118225,120551,118777,279443,308574,118779,26298,1
112579,70062,117961,118386,118746,117905,117906,290919,117908,20289,1
117631,1208,117890,117891,117878,118568,292195,19721,118570,30720,1
26431,53265,117961,118300,120059,118054,118054,117887,118055,19408,1
23497,70264,117961,118343,118437,118361,249872,118363,118364,10719,1
75915,1728,117961,118327,118507,121527,128634,118398,121529,32749,1
75834,5244,117961,118343,119598,118321,240983,290919,118322,22397,1
6690,127738,117961,118225,118403,120952,130134,118453,120954,24102,1
99068,27619,117961,118413,118414,117905,240983,290919,117908,3784,1
74986,86171,118953,118954,117920,119323,129197,19793,119325,27240,1
60130,7530,117961,118300,118514,118054,124424,117887,118055,6761,0
74196,14638,117961,118052,118992,118321,290919,290919,118322,17941,1
32642,3606,118169,118170,118179,117946,144221,292795,117948,2766,1
38751,74831,117961,118327,118391,120702,132069,118504,120704,31270,1
73468,6021,117961,118413,122007,124886,190212,118643,124888,19013,1
36620,1140,117961,117962,118352,118321,117906,290919,118322,29029,1
23964,16703,117961,118052,120671,120357,120065,118424,120359,23538,1
75078,27214,117961,118386,118692,118259,132715,290919,118261,2909,1
73106,20368,117902,117903,120171,120990,137612,118398,120992,14234,1
4675,7987,117961,118327,120383,118321,149826,290919,118322,11194,1
23842,7388,117961,118225,118616,118318,168365,118205,118319,7428,1
31441,17261,117961,118300,118833,118054,118443,117887,118055,31426,1
103889,21009,117961,118343,149210,120097,174445,270488,120099,30623,1
82357,795,117961,118225,120551,118321,240983,290919,118322,18618,1
23722,7020,122880,122974,121716,120611,136293,249618,120613,13738,1
25993,15764,91261,118026,119362,119065,158390,118667,119067,17950,1
20351,8370,117961,118300,121176,120560,304465,118643,120562,14897,1
30836,16803,119596,119597,120823,118890,123957,118398,118892,17444,1
35899,18449,117961,118300,119181,118465,159686,118467,118468,30120,1
18381,53338,117902,118041,122215,118028,118368,117887,118030,18584,1
31662,3526,117961,118225,120323,119093,121698,119095,119096,8721,1
13878,13278,118219,118220,117912,117879,117897,19721,117880,1350,1
17278,4727,117961,118300,125872,118530,278014,118131,118532,3371,1
39883,53049,117961,118052,118053,118054,118054,117887,118055,14778,1
3264,139593,117902,118041,119781,130479,179826,119784,130481,11843,1
26822,12197,118290,118291,120171,118890,261801,118398,118892,20458,1
78599,23347,117961,118052,121667,118685,279443,308574,118687,23160,1
13878,4299,117876,117877,117878,117879,117879,19721,117880,21624,1
20396,18291,118090,118091,117920,118368,253806,117887,118486,8676,1
16116,253952,117961,117962,119223,118685,279443,308574,118687,15461,1
39227,8707,117961,118300,19772,132096,168524,119095,132098,13069,1
33095,1483,117961,117962,118840,118841,118842,118643,118843,31568,1
16236,7370,117961,118413,118481,118321,118785,290919,118322,13512,1
32270,53150,119062,119091,118507,120647,129274,118398,120649,30879,1
79310,16816,117961,118300,119984,120647,311441,118398,120649,21187,1
26971,217,117961,118413,120370,118321,117906,290919,118322,24388,1
27876,27611,117916,117917,117920,118568,122142,19721,118570,5507,1
1020,16850,117961,118225,119092,119093,132519,119095,119096,6698,1
20701,7014,117961,118446,119961,118278,287351,290919,118279,30182,1
76446,7016,117961,118300,119181,118321,117906,290919,118322,1879,1
34993,21863,117961,118386,123144,123067,233714,118398,123068,14813,1
36480,46646,119280,119281,118623,126684,130913,292795,126685,31572,1
35343,2781,117961,118300,118783,118451,130134,118453,118454,23136,1
4605,7647,117961,118300,119181,118321,117906,290919,118322,30385,1
6977,770,117961,118300,120722,118747,130134,118453,118749,4558,1
27755,47104,117890,117891,117878,118568,120877,19721,118570,25987,1
39883,53105,117961,118052,120677,119928,183590,118331,119929,14994,1
29136,7506,117961,118446,120317,118321,240983,290919,118322,2206,0
78563,5183,118290,118291,119837,118834,169002,118424,118836,20949,1
34817,7644,117961,118327,120383,117905,117906,290919,117908,21040,1
3853,17261,117961,118343,118833,118054,120514,117887,118055,8309,1
75507,51129,117961,118343,118609,122022,310779,119221,122024,9473,1
5349,19645,117961,118413,118481,117905,117906,290919,117908,24832,1
7678,1541,117961,118225,123173,119093,123174,119095,119096,32142,1
25993,70927,117932,117933,117878,117879,117897,19721,117880,31790,1
37793,20563,117890,117891,117878,117879,117879,19721,117880,3550,1
42594,126545,118163,119075,119076,120789,126546,118424,120791,5123,1
4684,55,119920,119921,124211,118321,117906,290919,118322,2220,1
43816,852,117961,117962,122215,121594,302830,4673,121596,14615,1
31441,49425,117961,118343,119598,118834,133686,118424,118836,32532,1
34718,51172,118000,118001,120551,118321,118448,290919,118322,12493,1
28149,50806,117961,118446,119961,119962,180629,118205,119964,22774,1
79092,3648,117961,118300,118631,118980,301534,118295,118982,23564,1
43263,139593,118212,118213,119781,119782,169177,119784,119785,31617,1
80905,3745,117961,118300,118360,118361,118362,118363,118364,28589,1
23921,17261,117961,118343,118833,118054,124356,117887,118055,322,1
44655,8195,117961,118343,120270,118530,278014,118131,118532,12033,0
33194,17713,117961,118225,122273,118321,118448,290919,118322,10022,1
77049,92453,117922,117923,117941,117879,117886,19721,117880,9309,1
16018,1891,117961,118300,123749,118636,123751,118638,118639,20600,1
79299,53010,118752,119070,118042,118563,118563,270488,118565,29062,1
23965,3770,117961,118343,123144,118890,125128,118398,118892,22565,1
25993,72164,117961,118225,122870,119782,185784,119784,119785,17869,1
18418,200077,118725,118726,119076,118834,140820,118424,118836,4374,1
79092,6982,117961,118300,118783,117905,117906,290919,117908,8561,1
80208,22507,117961,118300,120059,118636,135814,118638,118639,9214,1
34769,3295,118169,118170,118042,118563,158413,270488,118565,11899,1
34810,111559,117961,118225,119824,118702,129851,118704,118705,32590,1
45349,110921,117932,117933,117878,216825,121386,19721,216827,10241,1
75834,3838,117961,118225,119924,117905,240983,290919,117908,9071,1
32270,4765,117961,118300,119890,118054,118054,117887,118055,24011,1
256,6440,118216,118217,117941,118568,281735,19721,118570,373,1
75511,13871,117961,118300,118514,118321,117906,290919,118322,17931,1
33054,4215,118212,118213,118597,118728,301534,118295,118730,32466,1
41234,55125,117932,117933,117878,179731,173978,117887,117973,26594,1
917,3097,117961,118300,120312,118792,222652,118424,118794,16174,1
44255,4341,117961,118300,118957,118784,240983,290919,118786,2075,1
4675,120351,117961,118300,119195,118321,136235,290919,118322,15904,1
4675,70297,117961,118327,118744,118321,117906,290919,118322,14222,1
37709,46558,118090,118091,117884,117885,117913,117887,117888,25790,1
42085,8229,117961,118300,28618,119351,149246,3130,119353,5963,1
25993,58461,117926,117927,118810,119323,119456,19793,119325,10675,1
1937,13876,117961,118386,118404,118841,240982,118643,118843,3533,0
25885,1483,117961,117962,118840,118641,306399,118643,118644,16069,1
43638,71189,117961,118386,121883,118318,168365,118205,118319,22969,1
3853,17264,117961,118300,118825,118459,251992,249618,118461,9038,1
34430,1397,117961,118300,120722,118321,117906,290919,118322,11942,1
4675,4420,119691,119692,118635,180927,117906,119695,180928,30275,1
79021,5568,121785,121786,118492,132692,174445,270488,132694,115,1
75078,73846,118315,118463,118522,118530,278014,118131,118532,14659,1
74310,5240,118887,118888,127284,118912,309291,118424,118914,9693,1
18295,13357,117890,117891,118810,119899,135517,19793,119900,24247,1
3130,40509,117961,118225,118403,119743,132775,3130,119745,20610,1
20897,4710,117961,118343,120709,119997,278014,118131,119998,24360,1
7543,8607,117961,118225,118403,118321,117906,290919,118322,15139,1
39888,13767,117961,117969,118970,118396,160046,118398,118399,13302,1
25993,7023,117961,117962,119223,118259,118260,290919,118261,54,1
45337,49423,117961,118052,123144,118396,269406,118398,118399,8421,1
33111,4803,117961,118225,124449,307024,256495,118331,118332,22159,1
27287,7807,117961,118327,118518,118043,118756,270488,118046,1554,1
38391,31072,118212,118580,117895,117885,117913,117887,117888,28898,1
75456,17713,117961,118225,122273,117905,117906,290919,117908,26487,1
80607,46462,118290,118291,119837,118422,120065,118424,118425,18615,1
25862,46224,117961,118327,118378,120952,143223,118453,120954,88,1
27736,1117,117961,117962,118352,117905,117906,290919,117908,19386,1
80202,7067,117961,118225,118403,117905,117906,290919,117908,24870,1
81350,2407,117961,118446,120317,118321,245058,290919,118322,3070,1
34433,3881,117961,118343,118514,117905,117906,290919,117908,13620,1
20737,11305,117929,117930,117920,121067,124097,121069,121070,27092,1
838,1930,122880,122974,122870,120097,159929,270488,120099,1083,1
75895,3868,117961,118386,122938,118784,117906,290919,118786,9433,1
27082,3526,117961,118225,120323,122849,120324,119095,122850,19036,1
44909,4659,117961,118225,120663,117905,240983,290919,117908,10612,1
16512,310697,117961,118343,118856,118321,117906,290919,118322,27423,1
1023,2061,117961,118327,120383,118641,306399,118643,118644,16197,1
74213,71189,117961,118386,121883,118259,125206,290919,118261,13208,1
1020,57757,117961,118343,142038,118321,117906,290919,118322,7172,1
42399,48476,117926,118124,117941,117879,117886,19721,117880,21001,1
19946,17835,117902,117903,118403,120952,130134,118453,120954,23490,1
78872,20734,117959,117960,117920,118568,122142,19721,118570,14488,1
79328,1558,117961,118300,120312,118792,185973,118424,118794,4397,1
28294,2710,118290,118291,120823,118396,308262,118398,118399,11418,1
88410,5409,117961,118343,119993,118321,240983,290919,118322,16403,1
3853,123313,118169,118170,118623,117946,135255,292795,117948,28984,1
25045,4698,117961,117962,118352,117905,117906,290919,117908,29590,0
79092,4098,117961,118343,119598,118834,133686,118424,118836,5043,1
80027,7398,117961,118225,119924,118321,117906,290919,118322,30361,1
80195,1334,117961,117962,118910,118451,130134,118453,118454,28800,1
79092,16103,117961,118327,120283,118777,235477,308574,118779,2984,1
