REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
3478,Zero,65-70,Partner,Retired,Retired,Rent from Council/HA,"< 4,000",No,No,1948,Carlton,N11 2QB,N11,0.0,69.48,0.0,183.93,0.0,11.49,33.97,41.46,0.0,13.47,0.0,Female,South East,50.68,16.73,45.14,152.06,2
8525,Zero,61-65,Partner,Retired,Retired,Own Home,">=35,000",No,No,1983,Granada,CW11 1RA,CW11,9.99,244.41,152.96,143.95,86.96,181.89,38.48,37.97,45.96,28.95,3.99,Male,North West,127.65,56.21,89.2,222.27,2
10056,3,26-30,Partner,Unknown,Professional,Own Home,">=35,000",No,Yes,1993,Scottish TV,G32 0RD,G32,0.0,24.98,0.0,24.99,0.0,19.98,0.0,17.99,0.0,0.0,0.0,Female,Scotland,9.99,6.33,10.49,41.22,2
9385,Zero,51-55,Partner,Housewife,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1995,Tyne Tees,DH4 7PL,DH4,37.22,27.99,9.99,26.99,0.0,0.0,0.0,0.0,3.99,0.0,86.44,Female,North,20.44,15.07,5.16,54.24,1
2463,Zero,55-60,Divorced/Separated,Other,Retired,Own Home,"<15,000, >=12,500",No,No,1974,Grampian,AB41 9XG,AB41,0.0,0.0,0.0,29.49,0.0,0.0,0.0,71.43,0.0,0.0,0.0,Female,Scotland,5.9,11.91,16.82,89.38,2
5614,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1987,Granada,LL13 7QL,LL13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98,0.0,0.0,0.0,Female,Wales,0.0,4.33,4.33,-47.52,2
7297,2,41-45,Partner,Manual Worker,Professional,Rent from Council/HA,"<17,500, >=15,000",No,No,1988,Carlton,AL3 7JF,AL3,0.0,23.97,0.0,114.43,0.0,54.88,0.0,38.94,30.99,49.89,0.0,Male,South East,27.68,29.12,39.87,107.09,2
5832,1,31-35,Partner,Student,Professional,Own Home,"<22,500, >=20,000",No,No,1995,Central,DE3 5LP,DE3,0.0,45.98,41.99,681.73,134.4,0.0,514.14,45.48,1.5,0.0,186.89,Female,East Midlands,180.82,124.67,229.54,518.49,2
9556,2,36-40,Divorced/Separated,Other,Other,Own Home,"<25,000, >=22,500",No,No,1996,HTV,SA5 9HT,SA5,0.0,0.0,0.0,20.99,0.0,29.48,0.0,0.0,0.0,2.99,0.99,Female,Wales,4.2,5.58,8.41,50.64,2
10925,1,41-45,Partner,Other,Other,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1993,Unknown,CF23 9LL,CF23,0.0,69.99,0.0,40.46,29.99,0.0,0.0,0.0,29.98,4.98,0.0,Male,Unknown,28.09,5.83,16.74,110.13,2
8856,2,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1987,Central,B97 5UN,B97,29.47,0.0,64.9,66.88,89.35,14.98,13.48,27.97,0.0,0.0,194.7,Female,West Midlands,50.12,41.86,35.44,60.33,1
1585,Zero,36-40,Single/Never Married,Secretarial/Admin,Professional,Own Home,">=35,000",No,Yes,1998,Carlton,AL6 9NW,AL6,0.0,104.47,0.0,145.95,0.0,12.0,0.0,57.48,0.0,0.0,0.0,Female,South East,50.08,11.58,35.91,70.2,2
9891,1,55-60,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1967,Granada,L37 2JN,L37,0.0,44.49,0.0,41.48,0.0,0.0,44.48,47.47,0.0,0.0,44.48,Female,North West,17.19,22.74,22.24,70.57,2
5700,Zero,45-50,Partner,Other,Other,Own Home,"<25,000, >=22,500",No,No,1993,Carlton,SS6 8NG,SS6,0.0,0.0,0.0,0.01,0.0,0.0,30.49,0.0,0.0,0.0,0.0,Female,South East,0.0,5.08,5.08,25.72,2
11228,Zero,45-50,Divorced/Separated,Manual Worker,Unknown,Own Home,"<17,500, >=15,000",No,No,1995,Central,LE10 0BN,LE10,101.94,188.9,54.98,186.9,56.93,65.89,0.0,43.46,11.45,39.22,34.44,Male,East Midlands,117.93,32.41,60.77,176.18,2
7786,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1955,Carlton,WA6 9LB,WA6,0.0,0.0,0.0,0.0,0.0,10.48,0.0,9.47,0.0,0.0,0.0,Female,North West,0.0,3.33,3.33,-37.87,2
9619,Zero,65-70,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1992,Yorkshire,S72 8EN,S72,0.0,0.0,78.95,71.47,0.0,100.96,0.0,161.88,0.0,0.0,7.99,Male,Unknown,30.08,45.14,55.72,96.75,2
20,Zero,41-45,Divorced/Separated,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1974,Central,CV31 2RQ,CV31,34.49,182.47,0.0,131.94,0.0,112.46,0.0,48.97,0.0,0.0,27.99,Female,West Midlands,69.78,31.57,48.9,150.56,2
2021,1,22-25,Single/Never Married,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1996,Carlton,KT12 3SJ,KT12,43.96,205.91,84.96,149.89,95.93,19.95,14.99,96.41,1.99,1.5,50.76,Female,South East,116.13,30.93,63.19,188.85,2
2162,1,31-35,Single/Never Married,Secretarial/Admin,Unknown,Rent from Council/HA,"<12,500, >=10,000",No,No,1986,Scottish TV,EH51 0EW,EH51,0.0,127.96,39.49,82.46,27.48,11.98,45.98,0.0,9.0,14.23,111.27,Female,Scotland,55.48,32.08,29.48,117.39,1
1872,Zero,55-60,Partner,Unknown,Retired,Own Home,"<27,500, >=25,000",No,No,1991,Central,DY12 1TJ,DY12,194.93,49.46,108.46,89.92,24.97,46.97,0.0,11.49,2.49,1.74,0.0,Female,West Midlands,93.55,10.45,29.31,138.5,2
149,Zero,55-60,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1981,Meridian,CT6 7EH,CT6,72.97,0.0,26.47,0.0,7.5,6.98,0.0,0.02,0.0,0.0,0.0,Female,South East,21.39,1.17,2.42,-4.8,2
5717,Zero,31-35,Single/Never Married,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,Yes,1987,Central,B71 2DW,B71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,0.0,0.0,0.0,6.53,2
9027,2,26-30,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1997,Meridian,L14 5FQ,L14,7.0,0.0,53.97,80.96,16.97,53.96,56.43,0.0,5.98,0.0,0.0,Female,North West,31.78,19.4,35.72,107.68,2
5642,Zero,Unknown,Unknown,Unknown,Unknown,Unclassified,Unknown,No,No,0,Unknown,IM8 3NB,IM8,6.99,17.99,0.0,20.49,0.0,21.97,0.0,39.46,3.49,0.0,10.47,Female,Isle of Man,9.09,12.57,14.24,29.97,2
9221,Zero,55-60,Partner,Retired,Professional,Rent Privately,Unknown,No,No,1997,Granada,CW5 6NA,CW5,0.0,17.99,0.0,39.99,0.0,17.49,0.0,14.95,0.0,0.0,0.0,Female,North West,11.6,5.41,12.07,43.7,2
1241,2,36-40,Widowed,Unknown,Unknown,Own Home,"< 4,000",No,No,1992,Meridian,L10 7TE,L10,24.99,131.44,0.0,8.99,0.01,0.0,13.98,80.94,0.0,6.98,0.0,Female,North West,33.09,16.98,17.32,67.51,2
9060,Zero,51-55,Partner,Business Manager,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1986,Yorkshire,YO11 1RP,YO11,0.0,0.52,0.0,44.99,0.0,84.47,0.0,13.49,0.0,0.0,0.0,Female,Unknown,9.1,16.33,23.83,-10.95,2
8555,3,36-40,Partner,Housewife,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1992,Granada,BL4 8RR,BL4,6.49,0.0,0.0,45.97,94.97,84.94,29.48,72.93,28.98,18.47,103.39,Female,North West,29.49,56.37,59.55,140.8,1
597,Zero,45-50,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1994,Yorkshire,S35 4LG,S35,0.0,0.01,0.0,0.02,0.0,0.0,0.0,14.49,0.0,0.0,0.0,Female,Unknown,0.01,2.42,2.42,-15.88,2
4838,Zero,22-25,Single/Never Married,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1996,Anglia,CB3 8UQ,CB3,0.0,0.0,28.47,41.98,14.99,13.47,0.0,59.96,35.48,10.48,95.94,Female,East Anglia,17.09,35.89,27.65,101.51,1
2287,Zero,61-65,Partner,Professional,Retired,Own Home,">=35,000",No,No,1981,Carlton,GU16 5JT,GU16,0.0,48.97,0.0,84.42,34.99,147.88,0.0,42.95,1.0,16.48,0.0,Female,South East,33.68,34.72,51.87,133.03,2
7669,1,41-45,Partner,Secretarial/Admin,Retired,Own Home,"<30,000, >=27,500",No,No,1986,Border,DG6 4EU,DG6,0.0,34.48,0.0,104.94,0.0,0.0,0.0,19.99,24.49,3.99,0.0,Female,Scotland,27.88,8.08,24.9,54.54,2
186,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1958,Granada,BB10 1TS,BB10,0.0,19.99,20.98,39.98,56.96,57.94,0.0,33.95,0.0,0.0,27.97,Female,North West,27.58,19.98,31.47,34.79,2
6942,1,45-50,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1985,Granada,L39 4SS,L39,26.98,234.94,0.0,160.94,6.49,14.97,22.99,141.89,33.98,0.0,0.0,Female,North West,85.87,35.64,63.54,133.33,2
2195,Zero,22-25,Single/Never Married,Professional,Unknown,Live in Parental Hom,"<25,000, >=22,500",No,No,1984,HTV,BS48 1QQ,BS48,7.99,33.47,58.96,67.96,14.48,42.47,13.99,70.44,16.46,24.46,9.99,Male,South West,36.57,29.64,37.63,92.95,2
4422,2,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1998,Central,B45 8PT,B45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,West Midlands,0.0,0.0,0.0,40.58,2
5354,2,36-40,Divorced/Separated,Secretarial/Admin,Business Manager,Own Home,"<15,000, >=12,500",Yes,No,1988,HTV,BS24 9RS,BS24,0.0,0.0,0.0,0.0,0.0,15.46,0.0,51.45,1.0,0.0,33.98,Female,South West,0.0,16.98,11.32,36.47,2
6729,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1988,Granada,CW6 9BZ,CW6,0.0,0.0,0.0,29.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,8.0,0.0,6.66,-10.57,2
10728,2,26-30,Divorced/Separated,Other,Unknown,Rent from Council/HA,"< 4,000",No,No,1993,Grampian,IV31 6RR,IV31,0.0,69.98,0.0,18.93,0.0,0.02,77.4,13.99,9.99,14.94,4.48,Female,Scotland,17.78,20.14,20.06,170.73,2
7523,Zero,31-35,Partner,Manual Worker,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1989,Carlton,TW17 0LA,TW17,13.49,0.0,94.47,136.43,21.97,61.45,16.98,73.94,0.0,0.0,0.0,Female,South East,53.27,25.4,51.8,194.94,2
7995,1,51-55,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1967,Granada,BB12 8JZ,BB12,0.0,148.94,24.99,27.99,67.91,0.47,254.79,165.84,4.49,0.0,0.0,Female,North West,53.97,70.93,86.92,236.86,2
9202,Zero,51-55,Partner,Professional,Professional,Own Home,">=35,000",No,No,1920,Granada,M24 2QJ,M24,0.0,59.48,0.0,52.97,42.98,0.0,0.0,72.95,0.0,0.0,0.0,Female,North West,31.09,12.16,28.15,74.3,2
1482,3,36-40,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1993,Meridian,BN18 0EG,BN18,0.0,0.0,108.94,0.0,80.97,0.0,37.47,0.0,0.0,0.0,0.0,Female,South East,37.98,6.25,19.74,38.1,2
10932,Zero,22-25,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1997,Ulster,BT36 7UF,BT36,186.92,324.73,215.34,282.3,25.45,149.85,0.0,403.01,10.96,9.48,58.91,Female,Northern Ireland,206.95,105.37,145.26,497.28,2
1543,Zero,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,"<27,500, >=25,000",No,No,1978,Yorkshire,PE11 3BS,PE11,0.0,0.53,0.0,77.81,0.0,93.31,0.01,0.0,0.97,0.0,0.0,Female,East Midlands,15.67,15.72,28.68,30.67,2
8854,1,36-40,Partner,Housewife,Retired,Own Home,"<10,000, >= 8,000",No,No,1989,Unknown,NP23 5UR,NP23,0.0,0.0,0.0,99.46,0.0,48.97,82.94,43.97,0.0,0.0,66.97,Female,Unknown,19.89,40.48,45.89,131.11,2
8689,1,45-50,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<12,500, >=10,000",No,No,1982,Granada,BL6 5NA,BL6,78.97,139.98,0.0,126.93,28.45,137.77,118.42,23.98,9.48,7.99,222.41,Female,North West,74.87,86.68,74.17,163.36,1
1468,1,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1963,Central,DE65 6DE,DE65,0.0,102.92,0.0,71.97,0.0,0.0,0.0,11.99,4.49,0.0,0.0,Female,East Midlands,34.98,2.75,14.74,96.25,2
2554,Zero,55-60,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<17,500, >=15,000",No,No,1973,Tyne Tees,TS7 0QN,TS7,0.0,44.49,37.98,107.43,45.47,29.99,0.0,29.47,0.0,8.22,0.0,Male,North,47.07,11.28,35.39,74.49,2
7497,Zero,26-30,Single/Never Married,Unknown,Unknown,Own Home,">=35,000",No,Yes,1997,Central,WS7 9JT,WS7,195.39,0.0,99.91,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,Male,West Midlands,59.06,2.5,2.5,73.75,2
10114,Zero,45-50,Single/Never Married,Manual Worker,Manual Worker,Rent from Council/HA,"<10,000, >= 8,000",No,No,1996,Granada,M26 3WD,M26,0.0,14.99,0.0,71.97,0.0,0.0,0.0,14.99,0.0,0.0,0.0,Female,North West,17.39,2.5,14.49,7.75,2
4765,Zero,22-25,Partner,Secretarial/Admin,Business Manager,Own Home,Unknown,No,No,1999,HTV,SN5 6BD,SN5,63.48,29.99,64.97,81.96,0.0,6.49,0.0,91.93,0.0,0.0,0.0,Female,South West,48.08,16.4,30.06,36.04,2
2299,1,61-65,Partner,Retired,Retired,Own Home,Unknown,No,No,1942,Granada,M33 3RG,M33,0.0,25.99,0.0,52.95,14.98,0.0,0.0,44.96,0.0,0.0,0.0,Female,North West,18.78,7.49,18.82,3.36,2
3798,Zero,36-40,Partner,Professional,Professional,Own Home,">=35,000",Yes,Yes,1990,Meridian,RG22 4TH,RG22,0.0,74.98,0.0,0.0,0.0,34.99,0.0,7.49,0.0,0.0,0.0,Male,South East,15.0,7.08,7.08,28.75,2
8108,1,45-50,Partner,Manual Worker,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1977,Carlton,EN3 4PQ,EN3,0.0,0.0,15.97,4.99,26.5,23.96,7.99,33.64,4.89,2.5,0.0,Female,South East,9.49,12.16,17.0,15.42,2
7528,Zero,55-60,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1987,Carlton,CR0 9HD,CR0,0.0,17.49,0.0,0.0,0.0,32.48,0.0,0.0,0.0,0.0,0.0,Male,South East,3.5,5.41,5.41,25.92,2
9423,Zero,71+,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1962,Granada,FY6 8BL,FY6,0.0,87.97,91.42,187.92,39.98,2.49,0.0,0.0,0.0,0.0,0.0,Female,North West,81.46,0.42,38.4,138.36,2
9507,Zero,26-30,Divorced/Separated,Business Manager,Professional,Own Home,">=35,000",No,No,0,Yorkshire,S66 1FH,S66,31.48,0.0,34.49,0.0,47.96,0.0,0.0,13.99,5.0,22.98,4.49,Female,Unknown,22.79,7.74,11.16,32.4,2
2453,Zero,61-65,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1971,Scottish TV,KY12 9QJ,KY12,0.0,64.98,17.99,147.44,12.96,32.47,0.0,52.93,0.0,0.0,4.99,Female,Scotland,48.67,15.07,40.97,102.07,2
8158,3,26-30,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1990,Carlton,KT15 3PZ,KT15,0.0,0.0,51.48,149.45,32.96,46.98,0.0,43.45,0.0,0.0,0.0,Female,South East,46.78,15.07,45.47,138.78,2
7875,Zero,55-60,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1971,Meridian,BH15 3NL,BH15,9.99,24.48,0.0,0.0,36.94,19.98,0.0,0.0,0.0,0.0,0.0,Female,South West,14.28,3.33,9.49,0.36,2
10983,Zero,45-50,Divorced/Separated,Business Manager,Unknown,Own Home,"<17,500, >=15,000",No,No,1997,Central,DE45 1GH,DE45,0.0,152.47,34.99,419.3,21.47,54.48,51.76,78.57,13.46,0.0,82.45,Female,East Midlands,125.65,46.79,106.51,251.75,1
507,Zero,22-25,Partner,Unknown,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1994,Yorkshire,S20 2GT,S20,0.0,67.47,0.0,0.0,0.0,19.49,0.0,0.0,0.0,0.0,0.0,Female,Unknown,13.49,3.25,3.25,40.66,2
2716,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1990,Meridian,L21 2RE,L21,24.49,0.0,119.98,24.49,49.49,0.0,0.0,35.49,0.0,0.0,0.0,Male,North West,43.69,5.92,18.25,62.21,2
7915,Zero,31-35,Single/Never Married,Professional,Professional,Own Home,">=35,000",Yes,No,1994,Carlton,L1 2TL,L1,24.99,174.45,101.96,192.41,27.48,161.93,335.76,81.46,26.47,46.43,0.0,Male,North West,104.26,108.68,137.59,283.82,2
920,Zero,31-35,Divorced/Separated,Business Manager,Unknown,Own Home,"<15,000, >=12,500",No,No,1993,Yorkshire,NG18 3LU,NG18,0.0,0.0,0.0,0.0,84.46,5.96,0.0,116.36,52.4,0.0,100.92,Male,East Midlands,16.89,45.94,43.2,83.78,1
5592,3,26-30,Single/Never Married,Student,Unknown,Rent from Council/HA,"<12,500, >=10,000",No,No,1997,Carlton,WA11 3PR,WA11,0.0,29.99,99.45,123.95,0.0,14.49,0.0,27.48,0.0,23.47,0.0,Female,North West,50.68,10.91,27.65,118.7,2
7635,1,41-45,Partner,Unknown,Unknown,Own Home,"<15,000, >=12,500",Yes,Yes,1975,Yorkshire,DN12 2DN,DN12,0.0,19.99,0.0,34.49,0.0,47.97,0.0,43.98,29.48,4.99,0.0,Female,Unknown,10.9,21.07,25.99,85.85,2
10486,Zero,26-30,Single/Never Married,Professional,Unknown,Live in Parental Hom,">=35,000",No,No,1991,Ulster,BT26 6HB,BT26,0.0,0.0,49.46,0.0,0.0,0.0,12.98,30.96,0.0,0.0,0.0,Female,Northern Ireland,9.89,7.32,7.32,66.51,2
9442,Zero,41-45,Partner,Professional,Manual Worker,Own Home,">=35,000",No,No,1990,Tyne Tees,TS21 1EP,TS21,0.0,0.02,0.0,0.0,19.47,14.99,0.0,40.95,10.97,0.0,45.47,Female,North,3.9,18.73,14.4,57.37,2
11036,2,36-40,Partner,Housewife,Manual Worker,Own Home,">=35,000",No,Yes,1984,Central,OX5 1HN,OX5,0.0,74.46,194.93,0.0,39.48,7.98,62.96,20.0,4.99,0.0,0.0,Female,South East,61.77,15.99,22.57,70.1,2
6925,1,31-35,Partner,Professional,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1990,Tyne Tees,DH7 6RW,DH7,0.0,0.0,0.0,0.0,0.0,0.0,80.95,0.0,2.49,9.99,0.0,Female,North,0.0,15.57,13.91,41.12,2
9238,Zero,71+,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1991,Meridian,BN25 2UU,BN25,0.0,113.44,0.0,0.0,0.0,0.0,0.0,23.97,0.0,0.0,0.0,Female,South East,22.69,4.0,4.0,64.97,2
7244,Zero,45-50,Divorced/Separated,Housewife,Unknown,Rent Privately,"<17,500, >=15,000",No,No,1988,Central,GL7 5UX,GL7,0.0,24.49,29.99,27.48,10.99,53.98,0.0,57.92,20.48,0.0,119.92,Female,South West,18.59,42.05,28.48,53.14,1
1683,2,31-35,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<10,000, >= 8,000",No,No,1985,Carlton,M15 1AS,M15,0.0,116.44,49.47,149.88,19.98,115.8,192.73,116.38,21.56,39.91,0.0,Female,North West,67.15,81.06,102.72,233.58,2
2042,Zero,22-25,Partner,Manual Worker,Professional,Own Home,"<27,500, >=25,000",No,No,1995,Meridian,L38 3DT,L38,4.99,188.45,0.0,83.94,0.0,88.42,37.47,73.45,4.99,9.47,17.97,Female,North West,55.48,38.63,48.05,174.87,2
2293,2,31-35,Partner,Other,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1993,Central,WR9 8HN,WR9,39.98,0.0,0.0,11.49,0.0,0.0,0.0,11.99,0.0,0.0,51.98,Male,West Midlands,10.29,10.66,3.91,10.32,2
767,Zero,55-60,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1968,TV South West,TQ12 3BT,TQ12,84.99,51.97,29.49,0.0,0.0,0.51,0.0,47.48,0.0,0.0,0.0,Male,South West,33.29,8.0,8.0,58.24,2
3443,Zero,71+,Widowed,Professional,Professional,Own Home,"<12,500, >=10,000",No,No,1993,TV South West,TQ4 7LA,TQ4,0.0,0.51,0.0,22.99,0.0,20.46,0.0,60.43,0.0,0.0,11.99,Male,South West,4.7,15.48,17.31,38.84,2
10575,Zero,55-60,Partner,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1962,Tyne Tees,DH4 4PT,DH4,0.0,0.0,0.0,84.47,0.0,28.42,0.0,25.48,0.0,10.99,0.0,Female,North,16.89,10.82,23.06,58.3,2
6114,Zero,41-45,Single/Never Married,Business Manager,Business Manager,Own Home,">=35,000",No,No,1998,Yorkshire,HD6 3UT,HD6,19.49,72.96,19.99,208.42,27.75,80.9,20.44,122.08,40.03,0.0,9.99,Female,Unknown,69.72,45.57,83.27,130.38,1
65,Zero,61-65,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1971,Carlton,AL4 9SJ,AL4,0.0,49.42,0.0,145.7,0.0,84.86,6.99,115.85,4.97,24.45,2.48,Female,South East,39.02,39.93,59.73,164.39,2
7862,4+,41-45,Partner,Business Manager,Housewife,Own Home,">=35,000",Yes,No,1986,Meridian,L13 9LR,L13,0.0,138.86,0.0,76.8,0.0,19.97,0.0,35.37,0.0,0.0,0.0,Male,North West,43.13,9.22,22.02,37.09,2
4882,Zero,51-55,Partner,Manual Worker,Unknown,Own Home,"<12,500, >=10,000",No,No,1964,Yorkshire,DN18 6DA,DN18,0.0,43.97,0.0,0.01,0.0,49.46,0.0,0.0,0.0,0.0,0.0,Female,Unknown,8.8,8.24,8.25,21.46,2
5217,3,41-45,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,Yes,1991,Granada,WA15 8QB,WA15,0.0,111.41,29.48,94.38,7.49,86.46,190.32,21.47,1.65,9.49,19.57,Male,North West,48.55,54.83,66.96,138.92,2
4024,Zero,65-70,Widowed,Retired,Unknown,Own Home,"<30,000, >=27,500",No,No,1969,Central,L5 1QQ,L5,264.41,263.89,448.33,228.87,140.37,114.42,0.0,15.48,2.0,16.46,0.0,Female,North West,269.17,24.73,83.52,396.1,2
54,2,36-40,Partner,Housewife,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1975,Central,MK19 7NW,MK19,0.0,135.46,0.0,209.89,19.28,16.98,0.0,85.44,0.0,0.0,0.0,Female,South East,72.93,17.07,55.27,127.36,2
37,Zero,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1977,Meridian,TN5 6NE,TN5,61.97,50.98,19.49,115.94,69.96,215.85,0.0,104.43,16.46,44.94,23.96,Male,South East,63.67,67.61,87.11,230.91,2
11454,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",Yes,No,1992,Anglia,PR16 8AG,PR16,0.0,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,Male,North West,0.0,3.67,3.67,-22.64,2
10050,2,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1981,Yorkshire,BD15 9BS,BD15,0.0,79.48,54.98,115.94,29.98,11.49,0.0,48.46,0.0,0.0,0.0,Female,Unknown,56.08,9.99,34.31,128.86,2
1670,Zero,41-45,Partner,Housewife,Other,Own Home,"<15,000, >=12,500",No,No,1992,Tyne Tees,DH3 2HA,DH3,0.0,0.0,0.0,25.99,0.0,19.98,0.0,33.47,14.98,0.0,0.0,Female,North,5.2,11.41,15.74,96.81,2
1899,Zero,51-55,Partner,Retired,Housewife,Own Home,"<17,500, >=15,000",No,No,1990,HTV,TA7 0HS,TA7,34.99,54.46,0.0,84.91,0.0,26.46,0.0,19.98,12.98,0.0,21.97,Male,South West,34.87,13.57,24.06,104.34,2
1611,1,31-35,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1994,Carlton,SS7 3RZ,SS7,0.0,117.97,54.48,0.0,23.99,9.99,0.0,40.97,0.0,5.99,0.0,Male,South East,39.29,9.49,12.49,68.05,2
2895,Zero,41-45,Divorced/Separated,Professional,Unknown,Own Home,"<25,000, >=22,500",Yes,No,1990,Grampian,PH10 6RG,PH10,63.92,129.9,114.37,56.96,172.64,104.36,206.49,21.98,43.41,9.48,22.96,Female,Scotland,107.56,68.11,100.97,311.24,2
6996,Zero,51-55,Partner,Manual Worker,Other,Own Home,"<22,500, >=20,000",No,No,1998,Yorkshire,LN11 9UR,LN11,196.38,47.93,354.38,257.77,225.69,169.3,30.97,288.31,59.38,51.9,187.89,Male,East Midlands,216.43,131.29,171.9,500.99,2
6668,Zero,71+,Widowed,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1979,Meridian,BN13 2DH,BN13,75.45,0.0,43.98,0.0,53.25,16.95,0.0,0.0,2.0,0.0,0.0,Female,South East,34.54,3.16,12.03,47.66,2
8514,1,51-55,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,Yes,1977,Central,B63 3TJ,B63,0.0,89.99,0.0,131.44,0.0,31.48,15.49,15.99,0.0,0.0,0.0,Female,West Midlands,44.29,10.49,32.4,45.1,2
6083,2,26-30,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<17,500, >=15,000",No,No,1998,Grampian,AB15 8DY,AB15,0.0,64.48,79.97,297.83,41.4,277.86,276.31,201.33,65.77,65.58,143.37,Female,Scotland,96.74,171.7,193.42,461.18,2
484,1,41-45,Partner,Professional,Professional,Own Home,">=35,000",Yes,Yes,1995,Central,DE56 0TD,DE56,118.43,92.94,151.45,74.95,93.94,166.32,155.87,46.95,1.0,23.42,448.83,Male,East Midlands,106.34,140.4,89.84,344.14,1
6544,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,">=35,000",No,No,1996,Carlton,SE12 0NF,SE12,0.0,0.0,0.0,0.0,0.0,59.98,0.0,0.0,0.0,0.0,0.0,Male,South East,0.0,10.0,10.0,33.83,2
2578,Zero,71+,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1996,Anglia,CO15 6HE,CO15,0.0,34.49,36.97,122.97,39.98,17.46,0.0,0.0,0.0,0.0,0.0,Female,South East,46.88,2.91,30.07,115.64,2
